rom	md5	crc	v14
Flight of the Intruder (U) [o1].nes	a28ca1d080fc18dc2dc4be256123b7ef	DAD37D6C	d618405fa472c1f1c0c8e3754a498c4c
Flintstones, The - The Rescue of Dino & Hoppy (E) [t1].nes	3bf62161d141a7fd4e4e702420723263	0312CD18	7aedad9985e3ffaa6b9087cd9ff89fae
Flintstones, The - The Rescue of Dino & Hoppy (U) [b1].nes	fac54288b3e6a9b6d186e97ed341418d	39ACE02E	83c66a45e6add56cc161f8c721784362
Flintstones, The - The Rescue of Dino & Hoppy (U) [b2].nes	3d2cdf00ff8fa86d62929dac83eccbeb	2A10F207	83c66a45e6add56cc161f8c721784362
Flintstones, The - The Rescue of Dino & Hoppy (U) [o1].nes	d516c82379ce52bfbf7bcfdde20c86db	B70486D7	83c66a45e6add56cc161f8c721784362
Flintstones, The - The Rescue of Dino & Hoppy (U) [t1].nes	35002340d86dd1ad2f97412d8c0cfd60	0768AEF0	aa6137943df952204e744728e70c00e5
Flintstones, The - The Rescue of Dino & Hoppy (U) [t2].nes	6a4d68a2ccbc3bbc589902e540193c46	8EA684C4	2496dee4708d854812df3629b47e7b68
Flintstones, The - The Surprise at Dinosaur Peak! (U) [o1].nes	00df643a58c9cc9db8191c11aa298eaf	E98FFD1B	a477188f2c0d2cbd77309393deebee9d
Flintstones, The - The Surprise at Dinosaur Peak! (U) [p1][!].nes	5a3f71cfb907d822a5e2fa7c575a35c0	2EABCF00	f0d1867e55751f9272e9711b32f468b5
Flintstones, The - The Surprise at Dinosaur Peak! (U) [t2].nes	b2831beb77824cbe101716436c62842e	8FD4EB85	7649027a67051509fcdab11e0f1a3dc3
Flying Dragon - The Secret Scroll (U) [o1].nes	6121b9ce77e03bdbaae17342ffebd864	A6B64512	f2c7d5583b87451825c977ade0ed2b16
Flying Dragon - The Secret Scroll (U) [o2].nes	bca3815d946b39ca6a704363d8b7e913	9432CFE5	f2c7d5583b87451825c977ade0ed2b16
Flying Dragon - The Secret Scroll (U) [o3].nes	5fd57fe6110c641c21f78f458e298ef9	FE35921B	f2c7d5583b87451825c977ade0ed2b16
Flying Dragon - The Secret Scroll (U) [o4].nes	8058d9500ad182a4673daded1c8c9356	9AD42F71	f2c7d5583b87451825c977ade0ed2b16
Flying Dragon - The Secret Scroll (U) [o5].nes	6742cf67b4a2d3b667dd0d530fa17f11	E96444D6	f2c7d5583b87451825c977ade0ed2b16
Flying Dragon - The Secret Scroll (U) [o6].nes	1bb543252457a9ac73e55dc591d97b77	B7F22E76	f2c7d5583b87451825c977ade0ed2b16
Flying Warriors (U) [b1].nes	1136b442764190936f45b0734d41b161	6EF6340C	47c714102c430c1e6666f3ba9a35e6c5
Flying Warriors (U) [o1].nes	69966af6bb4f7158a5ab11a3f6294f2a	A24E8ED8	47c714102c430c1e6666f3ba9a35e6c5
Formula One - Built To Win (U) [o1].nes	d7359dc6d97720f47d95c514595f1b3a	3AEDFFE8	8838a534eeec02000e4e9e82ce2cc74c
Frank's (Thru World 2) (SMB2 Hack).nes	44d55681c72ff13fb78a78533a2e7e87	4F0EFECE	5d5a3be2d93bafeca6964271bf9409c7
Frankenstein - The Monster Returns (U) [o1].nes	95a8c57b81e43a0133936122ea4d256c	2B1BC66E	f471b927253130adff4b478ceeb1f9a0
Frankenstein - The Monster Returns (U) [o2].nes	7642006929574b7eaedd21e6f4f00b61	25456AEF	f471b927253130adff4b478ceeb1f9a0
Freedom Force (U) [o1].nes	48754a64d14c60a559fdbbad7ff5006b	A2A1E349	3e9f0f6fd942ccb0c9b0c949a108080a
Friday the 13th (U) [o1].nes	6d3010fb31a2692f7c3dfd7edf5fadba	1A878356	ea5a35a248f68cab692f6739303bafdd
Friday the 13th (U) [T+Rus_Guyver].nes	9f49f70e4efd144265bd6242d7287459	17BFE405	a7edecc7aadf274b1d534cdc5a0a2e65
Friday the 13th (U) [T+Rus_Guyver][a1].nes	54f2d80159476e6c86ecf8924a1a25ff	4CC2500C	a7edecc7aadf274b1d534cdc5a0a2e65
Friday the 13th (U) [T+Spa100%_spctrmxd].nes	0aa7656dd42231bd5dc4856b68a178c7	2E7ADD4D	d0b672d75d456c99508f55951cb44ed8
Front Line (J) [o1].nes	771c77706937a16eca65cdffed28771c	8F12BAB0	0befe2fe796ce1635f1c610892f1f6d8
Front Line (J) [o2].nes	603de1af418dbcc07b93a923eb8d2d72	8A4BC5C2	0befe2fe796ce1635f1c610892f1f6d8
Fucked Up Bros 2 (SMB2 Hack).nes	620a19b866edab47f70cfffe37919c38	2B4D34B2	c246b6b49525f7c3614fe84d573c4a34
Fucked Up North & South (Hack).nes	8edbbd0a1139615b6919cb43a3fdc4cc	47A6F7D3	2fd243858ad724d4dcfa17d0331b0bf9
Fudou Myouou Den (J) [o1].nes	14fc3c529c51c387b9e10b771cb16fff	677FC924	b246b986b68d63d8edb4950903ecead5
Fudou Myouou Den (J) [T+Eng1.00_Stardust Crusaders].nes	b0214e8a92d0312b84980ff90969fc8f	0439B8A6	5b53e5bbc623603feec602af9192fa10
Fun House (U) [o1].nes	70b4e88d8aca62d8a0b05fa27d033ef9	45E4BE1E	1772bcc6eec66e422394c3e8787646fa
Fushigi na Blobby - Blobania no Kiki (J) [o1].nes	b9ad07d84333d2f27da384d0294ca783	9F5DE673	74279ce2bbba209a3596149144a1c634
Fushigi no Umi no Nadia (J) [o1].nes	1ec3bb0fae7604c44e7e64130b4a3d7f	E1CF0604	3ec45c556a3c6bf5f1e435c9a4b3555d
Fushigi no Umi no Nadia (J) [o1][T+Eng1.3_J2E].nes	6398101b3b54dffc108def7dc51a516a	A61367F0	c186b08240cbc080757aa3e1f1f2f919
Fushigi no Umi no Nadia (J) [o2].nes	a7ed6bb2c1d4bcc5a57086be0a7a07e4	68F194BD	3ec45c556a3c6bf5f1e435c9a4b3555d
Fushigi no Umi no Nadia (J) [T+Eng1.3_J2E].nes	bdaf3987b1a115c46566a708d449e484	9E49B111	c186b08240cbc080757aa3e1f1f2f919
Futebol (Unl) [o1].nes	1c041bdfc6d52a15ab0fc5068174db6a	53266DB8	5edc7a3b9ae5ca38404db0d196f3da51
Futebol (Unl).nes	ef92e11f4ce7c8d0df9b6ea6eda0e477	991C5D81	5edc7a3b9ae5ca38404db0d196f3da51
Fuzzical Fighter (J) [b1].nes	f858d48d1edb62fb88f2bd3363ff40e9	1C0E87C6	92bf2f773687e104cc5734b9e4adc363
Fuzzical Fighter (J) [b2].nes	5c2ef29210a2d13cdcc3a22ed7880e00	0E2B0352	92bf2f773687e104cc5734b9e4adc363
Fuzzical Fighter (J) [o1].nes	b02fbc734bffc3b4be549bddf8bbf620	2C925AB6	92bf2f773687e104cc5734b9e4adc363
G.I. Joe (U) [T+Bra100%_Mini Translations].nes	8f5c49bb9ffb9112cf4a21fbf3f2b466	57AB31B0	1e8a9ebc15adf523ccc704fc11b63ca8
G.I. Joe (U) [T+Fre100].nes	7a66ca9483f01132de64950d970bdef5	312C552A	8c995f955f2b016a0fdac8fe37bb30bf
G.I. Joe (U) [t1].nes	ca6a4cee2bb87d0c50088d379652870c	0F5C34AF	2b5f3bfb7064782452c3160a62f31ef2
G.I. Joe - The Atlantis Factor (U) [b1].nes	877b55477513ff237eefc4d984bede50	7E925CFA	f54990782aa31a7d43ed4cd41b30e6f0
G.I. Joe - The Atlantis Factor (U) [b2].nes	6101b2805484882337aba09c5139114e	D3CE1EAD	f54990782aa31a7d43ed4cd41b30e6f0
G.I. Joe - The Atlantis Factor (U) [b3].nes	62e7228f29ee7afcd4b0286fe301c37c	59584669	f54990782aa31a7d43ed4cd41b30e6f0
G.I. Joe - The Atlantis Factor (U) [T+Bra90%_Mini Translations].nes	b01223669336fde35c830cac1e07882f	FB584B3E	f54990782aa31a7d43ed4cd41b30e6f0
Gaiapolis (Sachen) [!].nes	ae2cc40c809b18581b17d6b1c5d08720	838DCE25	5b0e85c03847f76ed5decaf8fe4893a9
Galactic Crusader (Bunch) [o1].nes	62c1a72a4ca8fd1d01b2ca5e6a87408e	009679F8	449e1acd14b7b50a31ef47aaaebed7c9
Galaga (J) [o1].nes	9d357ad5cea21c378e511e7a5e290bfb	FD0B732C	5b34826f94ae5aadb570696863a31e2b
Galaga (J) [o2].nes	cf9306e492c4b5a485f5de7bbfa0306d	6F31929E	5b34826f94ae5aadb570696863a31e2b
Galaga (J) [T+Chi_MS emumax].nes	536abf725e3fdf1b8e31d4deadd4795b	6C8AE094	338cd4df40185c0e6aaadfcd2c4e5608
Galaga (J) [T-Chi_MS emumax].nes	396d662b7c7096627f4456db69a3432d	BAE2EAE6	bcce430f597451dfe66575cbf3277da0
Galaga - Demons of Death (U) [o1].nes	e47edf0b84226b67c97e349450e67339	38818BBA	9a6ee6b9c46d828e76f7a2beb4726ba4
Galaga Beer Wars (Galaga Hack) [o1].nes	7ff5cf7289fa3a7ee3bf6a981c79f69c	6019E09F	5b34826f94ae5aadb570696863a31e2b
Galaga Beer Wars (Galaga Hack).nes	2257af480811c0f015739d94edea963d	FF9FB16D	8b545322345b81a2f28b7dddf79e3b61
Galaga by zergkunio (Galaga Hack).nes	bf305ac445505ea3044989c1bb012f45	639A11A1	9a6ee6b9c46d828e76f7a2beb4726ba4
Galaga Plus (Galaga Hack) [o1].nes	7d07fecaf0d38a2a61d31b6f112ce899	35939ADF	5b34826f94ae5aadb570696863a31e2b
Galaga Plus (Galaga Hack).nes	7354e2494db99f5c3ba4d31e8b7bdc90	AA15CB2D	8b545322345b81a2f28b7dddf79e3b61
Galaga Trek (Galaga Hack) [o1].nes	ef1fca9ce5b454227b0260a07aeae135	B975C789	5b34826f94ae5aadb570696863a31e2b
Galaga Trek (Galaga Hack).nes	bb338a96c7420a673bfae35c6e7d7764	B8F7B7DC	8b545322345b81a2f28b7dddf79e3b61
Galaxian (J) (REV0) [!].nes	4d2a95f9258dade4511715dd7c310d38	C0B43EBF	01c1f123f436943527f50eb585025b99
Galaxian (J) (REV0) [b1].nes	c25b89ee6b9cac7c5b5ff773ed1ecb7e	DCB03E20	f872ac4342fa9e373bbdf1102520b6ef
Galaxian (J) (REV0) [o1][T+Chi_MS emumax].nes	288ca9ea7b01880534cfa8a0766da16a	4DE86847	98cc554eb8cff96ea8083de3d275638d
Galaxian (J) (REV0) [o1][T+Pol_Dark Archon].nes	be3b1e8d98e1ff8168c7cd07c727c914	AF5AA294	f872ac4342fa9e373bbdf1102520b6ef
Galaxian (J) (REV0) [o1][T+Rus_Lex3a].nes	57c16757a5413021db1326c9ede202fb	EA35F4D2	f872ac4342fa9e373bbdf1102520b6ef
Galaxian (J) (REV0) [o1][T-Chi_MS emumax].nes	6df0d0ea3283e3c9cb577028aed80d45	DC1BACF5	98cc554eb8cff96ea8083de3d275638d
Galaxian (J) (REV0) [o1][T-Chi_MS emumax][a1].nes	d27b30a432f36321886ea46a4d682652	4F4BC8B3	98cc554eb8cff96ea8083de3d275638d
Galaxian (J) (REV0) [o2].nes	15cb6de88c29f1f8c79e52e3a06908d7	8A0ACBA7	f872ac4342fa9e373bbdf1102520b6ef
Galaxian (J) (REV0) [o3].nes	1c2621cbed52235816642fec6bffbca1	6E4D873B	f872ac4342fa9e373bbdf1102520b6ef
Galaxian (J) (REV0) [p1].nes	3fce70355f7955e69d7b522543a37923	BD629B97	f872ac4342fa9e373bbdf1102520b6ef
Galaxy 5000 (U) [b1].nes	e4d31fabcf1b8219fec89acaf6bb54e0	9798F9D9	6b9d973746c11edb3c9dc59670dd0e9d
Galaxy 5000 (U) [b1][o1].nes	620420e51ad6a9c5cbca688e1d5f61dc	AF6A0877	6b9d973746c11edb3c9dc59670dd0e9d
Galaxy 5000 (U) [b3].nes	8646ca23604d313c0650b12335a1bd4e	84E25009	6b9d973746c11edb3c9dc59670dd0e9d
Galaxy 5000 (U) [o1].nes	746b3ed7a81b9b696c72b67ea476858e	31F3D7A4	6b9d973746c11edb3c9dc59670dd0e9d
Game Party (J) [b1].nes	2846c583dec58d04f7e50f8107d38adc	CF307123	a34019295b32f42a9690740b3403e981
Ganbare Goemon 2 (J) [T+Eng1.02_Stardust Crusaders].nes	de660969cf51255ce30b951e0f71683d	B2FE26C7	5d707f86e4deee2f1aebfaf64d31e572
Ganbare Goemon 2 (J) [T-Eng_Stardust Crusaders].nes	5ea353e52a8afefa91c02469d04332b5	F64E2FAE	508cfa5a5ec304e237ff45480287a105
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [b1].nes	ab396bb2025b3c8c9e3827f50314ad9a	F1188871	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [b1][o1].nes	b0b53d87234a920259d9feb43d11fdbc	4B60DC89	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [b2].nes	90a194a9422a11a1cfadf3961ef9030b	5B04A812	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [b2][o1].nes	a48c2ee02f9cefe5787b8fc178694006	43EAF892	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [b3].nes	b950fc64891b68407a545e0aed226d13	8A98A616	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [b4].nes	ae2710bdc5447863364f94b2968c31cc	32E94F6C	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [b5].nes	1b468f8f3a2a0e9863da1bb9e6bc02a0	9432E324	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [b6].nes	eafdd75ec0aeb7a574c44e643db5380e	CF69C60C	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [o1].nes	155b4ae759baf8f61de4e10d3234f237	BBA874F3	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (J) [o2].nes	7895de313146beacee2b3d3be117203c	A01B00DE	a3879e1d09ce6fa820724e449a9476c2
Ganbare Goemon Gaiden 2 - Tenka no Zaihou (J) [b3].nes	9b378fb071a0932287db02fa9b0d7681	374F94AB	0cd9e23b1780d69713509dabe20c1e10
Ganbare Goemon Gaiden 2 - Tenka no Zaihou (J) [o1].nes	1bcb640bf1170aafaade1d359fa90f00	9F10EE4D	0cd9e23b1780d69713509dabe20c1e10
Ganbare Goemon! - Karakuri Douchuu (J) [o1].nes	9e626a5180a3cb051180b185262fa7f4	B2A4A4E7	329ca3ff16c80babcf0fe00186a41219
Ganbare Goemon! - Karakuri Douchuu (J) [T+Eng1.01_Spinner8].nes	d9e23be8aa47ee808efb9ae03855c16b	83FAB5FF	628dcc9486364b8719d40a1985fb3c30
Ganbare Goemon! - Karakuri Douchuu (J) [T+Spa99%_Dragoon-X,DarkDevils].nes	6ceb27ccc63143e175d8b9409418ec41	B4E82F72	c0c49e0b86334da8957ad13b477fd383
Ganbare Pennant Race! (J) [b1].nes	9780733861e7dcba43703a9e3ef9f233	046CBE9C	8021630312375b46c4f7d74ca1cfc0a0
Garfield - A Week of Garfield (J) [o1].nes	d8fe9afe68dce2c36686bab94999bd2a	B5961AF5	12f97d97f368d6327a4c96f7c698742c
Garfield - A Week of Garfield (J) [o2].nes	693b272f72641f64edefe79492baf210	A6DCFE4A	12f97d97f368d6327a4c96f7c698742c
Gargoyle's Quest II - The Demon Darkness (U) [T+Fre_Generation IX].nes	4a7d35d727ab519a5783cc45f93d33f2	7DC78E4A	1a5d9c5ecff8015e8d0089bdc6db767d
Garou Densetsu Special (Unl) [hM04][b1].nes	71dd2a4dd88f4bb62735f6bcc55b0e12	9B1D481F	88760b56a02bbba81e0d7f10f99420fc
Garou Densetsu Special (Unl) [hM04][b2].nes	31d696eb2983b195c07cbdbcd41e41f5	6550CEAF	88760b56a02bbba81e0d7f10f99420fc
Garou Densetsu Special (Unl).nes	7a5a070ebd007c592a29542afa611eaf	B372ACE9	88760b56a02bbba81e0d7f10f99420fc
Gauntlet (PC10).nes	7498b030fcee2b6bd8d2df57bf3b9941	7A565CDA	6764508784b5277187f573e9c37e3a55
Gauntlet (Tengen) [h1].nes	a7714b5a5d9c3e4984453e8899bd9883	3EF16317	09032dba626f75c6e0f443182ee489bf
Gauntlet (Tengen) [o1].nes	3aa930c6abb93852fc0d1f5626146b10	1DCE640B	09032dba626f75c6e0f443182ee489bf
Gauntlet (U) [b1].nes	a683fba538175b10a22aed868541c2e2	1E86E426	6764508784b5277187f573e9c37e3a55
Gauntlet (U) [o1].nes	3dbbf5eabeb05a2d56ffc8007db94568	17EEA26D	6764508784b5277187f573e9c37e3a55
Gauntlet (U) [T+Rus1.0_BHLady].nes	883ed14a8d67db16bce6f4f2d46f5cb2	2B4BE0C2	b19a51ff0b791c28ec55c6e3cb392107
Gauntlet II (U) [b1].nes	f0722529e2fb4720570a73c6416497c5	79E04837	adff7fbcc70ecb856b5c17b657567d09
Gauntlet II (U) [b2].nes	c8ec01e733b1ede95a19899a3ac1e61b	B3F738EE	adff7fbcc70ecb856b5c17b657567d09
Gauntlet Nude Valkyrie (Hack).nes	52da8440ebf1a40f4455046f33c96cb1	0AD0BA6A	09032dba626f75c6e0f443182ee489bf
Gauntlet XXX (Gauntlet Hack).nes	ab66ffefabe1ba75169b5180c4e4699e	7E1232D4	09032dba626f75c6e0f443182ee489bf
Ge Ge Ge no Kitarou - Youkai Dai Makyou (J) [b1].nes	f49133d4e0b22fe9c8325f5d023c4cc3	99250AB6	7df0218d809025a926502823d6ae186a
Ge Ge Ge no Kitarou - Youkai Dai Makyou (J) [b1][o1].nes	7bc62e05b252fbd496dce71137304fb7	B0D71F07	7df0218d809025a926502823d6ae186a
Ge Ge Ge no Kitarou - Youkai Dai Makyou (J) [b1][o2].nes	582ff43627ac75d0a0feca7ac97adc6d	255DB1E7	7df0218d809025a926502823d6ae186a
Ge Ge Ge no Kitarou - Youkai Dai Makyou (J) [b2].nes	903b3388362c68e56238bebdc8d6938b	A4455977	7df0218d809025a926502823d6ae186a
Ge Ge Ge no Kitarou - Youkai Dai Makyou (J) [p1].nes	c406ed78af70a35dac8001592cb43eab	C74041CF	7df0218d809025a926502823d6ae186a
Ge Ge Ge no Kitarou - Youkai Dai Makyou (J) [T+Eng1.0_Aishsha].nes	0c1f06ba8c5d0c13a4b524bd79ac311f	4A7A99C4	24acd2abd5285cddfb1da56b8a5b141c
Ge Ge Ge no Kitarou 2 - Youkai Gundan no Chousen (J) [T-Eng1.01_Aishsha,Djinn].nes	1e6c49a5e40479fc60fc32e3a1a5ba39	0DBC5869	fdd86ae52e2ee3f491899351df6ddae7
Gekikame Ninja Den (J) [b1].nes	302311796ff1f0c711c27fb6a816a5e6	75BF3A8D	90c0c424fa240d8fc7405cfc31294234
Gekikame Ninja Den (J) [hFFE][p1].nes	c770ca98d99783864bf96169f1e458f0	F6C609D3	33ef3cfcbb4fe8ba538d8e5d9d7623d9
Gekikame Ninja Den (J) [t1].nes	71e2d9517c70bcf016ec6ba1f699f49e	D6D717AB	843e33b3308ade5611bb81ce064476bd
Gekikame Ninja Den (J) [t2].nes	aa105476dff40ce8e94bdef9d4cb7b46	4854A4B6	f08e07f6056a1bbdbb1e4d2069220d55
Gekikame Ninja Den (J) [t3].nes	fca7ed9d7f0f240c55b51d3acb5460fa	ECB75845	0c17322b00f5428228b7a0ece876916c
Gekikame Ninja Den (J) [t4].nes	b9e5dee8a0da633ad999da53630c8b98	A11AF1F7	764869d700f5b3343d92652eb21a0574
Gekitotsu Yonku Battle (J) [o1].nes	00946d2ca03495c11d03556361235011	C4AAA11B	f12bd5d8afa47098d3052b6271abb6f9
Gemfire (U) [b1].nes	f28694bb828ac3832cd9fd00a8a05907	78B494E4	af908bd55979592798583138dc879aac
Gemfire (U) [o1].nes	7a1c3e73059f16547fedfc713642afc2	6B7BE233	af908bd55979592798583138dc879aac
Geminim v0990 by Sivak (PD).nes	f08400bfebdc8d04e269722889a292f2	34BFC3A4	5a45d40d692bfe9f4a1f253913b8574c
Gemventure (Beta-20090605) by Tom Livak (PD).nes	02aa67187a818a73dd4c83463de33c80	4EB740E3	8417758a891e50c1d72442a3b6f1a102
Genpei Touma Den - Computer Boardgame (J) [o1].nes	6efd7de722030605aa69c6dae76d6d2d	E5B08E81	d44a736de02bb255250ce74d2e2d2c09
Genpei Touma Den - Computer Boardgame (J) [o2].nes	9e92a8bcd40177d59cf8934fabceb81f	0FB856BD	d44a736de02bb255250ce74d2e2d2c09
George Foreman's KO Boxing (U) [b1].nes	bba2d1939cc041ad679473b54d15d88e	42558C00	73b830d22d8af496701de8ea0287367a
German City (River City Ransom Hack).nes	3e5f8454c8ff3c5846f5249bfc553486	CA9B8C02	8c301b400fb93fe75fec1087dbadc7cc
Getsufuu Maden (J) [b1].nes	667b5692fd23cd4aba4bafad92c68490	7F411651	3a0d3174bf35e63cb152aa6e7fdd4cb3
Getsufuu Maden (J) [b2].nes	533de92554643711e5fd8ed78b7872e2	6F21C628	3a0d3174bf35e63cb152aa6e7fdd4cb3
Getsufuu Maden (J) [b3].nes	5c9e5dd26caa0048fceef735a39bc306	FC308575	3a0d3174bf35e63cb152aa6e7fdd4cb3
Getsufuu Maden (J) [o1].nes	649ec70ff1c99e4e1321fb4ff95c193f	A23ED703	3a0d3174bf35e63cb152aa6e7fdd4cb3
Getsufuu Maden (J) [o1][T+Eng1.0_RPGe].nes	56e0768a90968f90502564ed391d2c67	DCA26D67	3de3bf6e2e92cc33d63b30146951cf27
Getsufuu Maden (J) [T+Eng1.0_RPGe].nes	adcd4a5b177bf7d7ec5f3fb230080bfd	C369522A	3de3bf6e2e92cc33d63b30146951cf27
Ghost Ninja (River City Ransom Hack).nes	c1a99f3c9f267e7dff369f083b455a26	68AEEF57	8c301b400fb93fe75fec1087dbadc7cc
Ghostbusters (J) [b1].nes	81d7bd8f9330ba7913e1396b6b5ca56c	2452437	46ae83c5e0374cdb8fc1431a780bf854
Ghostbusters (J) [o1].nes	0b35cf342c44adc97692d8d84afbe54d	1E6D6D73	46ae83c5e0374cdb8fc1431a780bf854
Ghostbusters (J) [o2].nes	97ef30076c75ab279f93d520236ec7d8	1B49F6B4	46ae83c5e0374cdb8fc1431a780bf854
Ghostbusters (U) [o1].nes	69ee243939d0a4946c856182db5a82cb	ECE7BC74	3d44b833b5d24c043685df38d7f618b5
Ghostbusters (U) [o2].nes	77f155787e4182e3a75b06eb64973894	F211AED6	3d44b833b5d24c043685df38d7f618b5
Ghostbusters (U) [T+Rus1.0_Magicteam,Coregon].nes	0aea0975b034f9f4540bf55e38d6f980	386402FE	df4f836aa2a4fb419b3f64bc85a4e4f9
Ghostbusters II (E) [!].nes	0431d051e346cb59cc30c17912ae216f	16E6F5AF	c96adb88609c5bfcd0acd91cdca7f330
Ghostbusters II (U) [b1].nes	f4640e84e610df123398e44fd9fa0d7c	2C2C47A2	d11f5916452e99759f2672cd393398d2
Ghostbusters II (U) [b2].nes	dfb328c20992c60292460b5c144b78b3	39E8777C	d11f5916452e99759f2672cd393398d2
Ghostbusters II (U) [b3].nes	9a5cdbabb9362f89905666a3453a97a0	19974FD4	d11f5916452e99759f2672cd393398d2
Ghostbusters II (U) [T+Rus_Magicteam].nes	2ed43c7a7955fced01ae866a6d09bfc2	C37D922D	de9027d927334b5fb812c039a1264a08
Ghosts 'N Goblins (U) [o1].nes	df744e3b11608165786332e9eccff024	53743292	8c3c9b041392f8ef06f6b0c7432c589c
Ghosts 'N Goblins (U) [T+Fre].nes	f866b3345c749a887a62b8a09b1307c8	7542147	29cacd2e0a82fc2b4c9d2bf0e0468916
Ghoul School (U) [b1].nes	5dab8335f86214fb7fccc88bf47ad60c	0D0F3BEC	7a090281563dc9598cb8b81c6a0a3ea7
Gimmick! (J) [t1].nes	758f29aa7f1ca6ee85750ca387084cab	6079BB23	fae3cb0aebe93538a3bb4d82bfbae3be
Gimmick! (J) [t3].nes	184f401adf07d70c6db3467ff337b476	FBFF5671	9ca4b2fcc071ab9902bdb99b115477b9
Ginga Eiyuu Densetsu (J) [b1].nes	c82fb28ac70b72d611c1d1b0c5f3f3d2	B8969037	db10afa5c6c96d7eb1d613b8a40f1906
Ginga no Sannin (J) [o1].nes	a31004d9be881eb11beb1347e87342a5	A0FF483F	477eb23c03e46b949e3952e6656477d4
Goal 3 (Unl) [!].nes	02dfcf7b2aa80cf88285759c940e5d75	2F3B4BDC	261ae4930392b6c00034678d402976e6
Goal 3 (Unl) [a1].nes	fcbc564c94439ea6f5a4c06e01870db1	D19B48FC	261ae4930392b6c00034678d402976e6
Goal! (U) [b1].nes	7638428bd8b3cf9744023bc6e7dac474	1C6A75A4	2a66f44ff5219ea7e4a1a0d636cae943
Goal! Two (U) [o1].nes	342c11de7a5e36a61812d1301b80025e	9A1FFAE3	a65751d1f111ec66cd98230b26a465a2
Goal! Two (U) [o2].nes	2d21936f7c2e1260751823480e2d9281	B62EFB0A	1163bc3919d07d1b7f06ef9ced26836a
God Slayer - Haruka Tenkuu no Sonata (J) [b1].nes	3eb2e860ce5dafa4046834dea9b79089	FA4614DE	0bee76ff415d9012904debc09401cd24
Godzilla - Monster of Monsters! (U) [b2].nes	4a37162c0916497afe8cf55a0fca8212	0C03A4E0	936974afe24551ddbd341ac9ce4dfcb6
Godzilla - Monster of Monsters! (U) [o1].nes	e4925a7adba60e067720978816714f11	386A402B	936974afe24551ddbd341ac9ce4dfcb6
Godzilla - Monster of Monsters! (U) [o2].nes	b7481eaf2222171625c86322988666f3	CAF7B715	936974afe24551ddbd341ac9ce4dfcb6
Godzilla - Monster of Monsters! (U) [o3].nes	16de67cdaa008a1f68ae2efc4974505e	1634CD90	936974afe24551ddbd341ac9ce4dfcb6
Godzilla 2 - War of the Monsters (U) [b1].nes	28d6669caa29e779503e639067f95ad7	F14CDC32	4156c20c94c2af1b4346b52f46ba6b5e
Godzilla 2 - War of the Monsters (U) [b1][o1].nes	5cf588690909cfa301d5872847c5a4dd	D18106AD	4156c20c94c2af1b4346b52f46ba6b5e
Godzilla 2 - War of the Monsters (U) [b3].nes	e3c85fd991f7f9eae5365335237037d2	DCE6A161	4156c20c94c2af1b4346b52f46ba6b5e
Godzilla 2 - War of the Monsters (U) [b4].nes	8a67b15c311d4a48e83a26eefe347af3	4998EAD2	4156c20c94c2af1b4346b52f46ba6b5e
Godzilla 2 - War of the Monsters (U) [b5].nes	32fe388cf812f4a9697d45bee4ac36c1	49C738F8	4156c20c94c2af1b4346b52f46ba6b5e
Godzilla 2 - War of the Monsters (U) [b6].nes	7c00f9ac96454c2a1b5533221f8a8c6b	ABEC2C3E	4156c20c94c2af1b4346b52f46ba6b5e
Godzilla 2 - War of the Monsters (U) [o1].nes	d5b062399531e92b131e1723261dcf8a	FB473146	4156c20c94c2af1b4346b52f46ba6b5e
Godzilla 2 - War of the Monsters (U) [o2].nes	e94ca51cccf4fceb832fe6709686cb09	1F6063F6	4156c20c94c2af1b4346b52f46ba6b5e
Goeman 2 (Rockman 2 Hack).nes	7c2250d24e5502f765a6d27bcdd8e109	8CADA026	8e89745048caff13814db7bcd57e3a02
Gold Medal Challenge '92 (U) [b1].nes	f4535c6d3b50c925d5485b4f575b3d66	D1A00EF3	404f8d078c263cd181ed3f74604c1bed
Gold Medal Challenge '92 (U) [b2].nes	c4465a30acb1962456ef2651b16b0308	7113AA8F	404f8d078c263cd181ed3f74604c1bed
Golden Axe IV (Unl).nes	b434be5f3aaeff335aa1864f1a180c6f	3C404852	256d8d3797294963825e864f3ff20fb8
Golden Bird (Unl).nes	a018d8b94b9c52c46f2d640362637f70	BA01BAC0	d90964f181b075add40cf50f4eab3e99
