rom	md5	crc	v14
Bionic Commando (USA).nes	61179c6adf36a6c056ab384b03c53404	83BE000C	cc2e2aa46f56efa41c95ab81de7e05fd
Bird Week (Japan) (Beta).nes	1b1719ab71312ceb735e8510d0c9123b	F278E465	8eca3ca58065c43f255744efb8f415f2
Bird Week (Japan).nes	d9bf2e6b5ab1b2f770c34fc03af1da23	D9B9B3AB	8eca3ca58065c43f255744efb8f415f2
Black Bass, The (USA).nes	9d87dd1e48b89d6166326a370990177f	2E069E5F	d02150fa6f56149cc42f30cada691dcf
Blackjack (USA) (Unl).nes	971f2267cb118b5a144d4588c1d370ae	00AC0FAC	dcbb0dfa174b482ba3a5e4b836fe6b43
Blades of Steel (Europe).nes	41a8da9ca96abf3935839fd0526384ef	F3E43EE4	da0b83acad263cb5e913033ef33ef4d4
Blades of Steel (USA).nes	46ee7db0d4c3d4b77512ee1db6f10ae1	B9BCF910	037dc690f70fc8f59504f38eb3b02a1a
Blaster Master (Europe).nes	96169be8a8eb06fae2af97871620567a	ECB5C7BA	cf3aa7de0b25b6093ed4b1196bb24580
Blaster Master (USA).nes	9c96408f7a7aa0da2c3b723759699506	52BCF64A	d21a0d6f39f8f3a6f7a346b995095af9
Blodia Land - Puzzle Quest (Japan).nes	a879d09a8fa0d11e8656e69887c96f7c	6D3D0C1E	4c0726255a74747e21003ce953be6878
Bloody Warriors - Shan-Go no Gyakushuu (Japan).nes	bba30690707d9fa26effb611d5d2d4dd	5CB5676F	4a8aef5781bbbccb9e87b95c993fe2b7
Blue Marlin, The (Japan).nes	a4f7c25d097237f500557f6d085c2784	D3B4F2D1	dcbe4de20cf9922fbbe13c05e87426ee
Blue Marlin, The (USA).nes	b02224647fb58e96aeca99007dde4f0a	D9E8E747	74976bc8b5c16b2a4fd6e7648fae1000
Blue Shadow (Europe).nes	de6ddbe889cac4d26d9cba56fcc8f1f6	E3B889D9	4f44965b70d3984ea3ce212aa716fd7d
Blues Brothers, The (USA).nes	820642cece4d2fd3d029a38a37ca561a	AC273C14	4b73a0499a798a4b754cf337a3dca291
Bo Jackson Baseball (USA).nes	0f89fa541d2f93de77e5e4cd6bff63c1	7BB0EB14	bd8112206d8b617aed38e8ca8ba31376
Bokosuka Wars (Japan).nes	c895b3d16bccf3646d01b786df7b8f27	196AFC68	dca139a3f84ce3e64471f14c44688ef5
Bomber King (Japan).nes	72b51fc2f8d9194788c59cd49806d093	8E94DDB1	9b68f9b4ca2bb44009acf10bdb147eec
Bomber Man (Japan).nes	6e456b88a318156364066d197a8a43d4	90E10DDD	d218d289a7cf6b3fd13d7d3778bb30b5
Bomber Man II (Japan).nes	6906a6aa8c674b07d4851f31179af777	DE808339	e8dd578e17c4326d5e6e9c916b2328a1
Bomberman (USA).nes	97ddb647898b01065f395eb64c3d131f	B9804046	ffc43778476edb62e63ac6b4dcad6295
Bomberman II (USA).nes	c2b7ba0303a8e19b218f517d8b6fa487	CC7BCFEB	ffcc592a3f063c1dcc87cb5e0f81c8af
Bonk's Adventure (USA).nes	377d49dbdeb4046b178fa6bcd707ceb1	6B53D59A	3cc9527cfd274d15d535c5bdb1bb8edb
Booby Kids (Japan).nes	c329905a1ede73fb82cae513a4317d6e	828F23A8	bb1e51539ebd4adf9652eff031c3e98c
Boulder Dash (Europe).nes	6c418babada8a5a50d8feab47aa76ca4	4D870869	bb111f2a287f6fbbfa0d32c64518e638
Boulder Dash (USA).nes	dce99ecf42f72fcbb09487b2e5390073	008F1536	7adb1e59c6d1baaddd629d16ffc626a0
Bram Stoker's Dracula (Europe).nes	17e6f78f3dac0e148ba0d6240a692f58	A3375CD4	09f1e4c101bbeb9ebebdd44c3046ef61
Bram Stoker's Dracula (USA).nes	582fe67072d38c52bba7f7efa509bbe7	F5321963	209ab20f0abea2a7a6bb46c0d0c968ed
Break Time - The National Pool Tour (USA).nes	49b7b4804bd3f245bf72a57ac3de5add	D232D049	7fa2e68a0f1a0a86380de5de7e4bc893
BreakThru (USA).nes	27f9067cba07b76f18558f380ea0b6cb	C85BF3E3	50d3bcb0d4adf376fdfc686ec70d553a
Bubble Bath Babes (USA) (Unl).nes	d38284d5218d6e340877fa358f80702e	F36EDCC5	530971f48392bf29fbfd8ba683ab417f
Bubble Bobble (Europe).nes	e0454a22c2ab57dcd32f82e7c4be0cbb	44A27769	b03ec7f338714831c4833cce29ecc92e
Bubble Bobble (USA).nes	e6cb4e0faf2e944b2a0c8d78a399ac7f	D3A91B41	ece91e5f432028b6343fd375305c60b8
Bubble Bobble 2 (Japan).nes	8d2855ea5505bf094b7a40155caa92b4	E97C51A4	9f469de265bfaae1693d8d0d473192d2
Bubble Bobble Part 2 (USA).nes	253dd3c4d45badba360aff138683282d	CA06CB60	6f844dc1b4e451449f4b9cc667b9641c
Bucky O'Hare (Europe).nes	cbdb8a81893af2a239cd0991ae396390	4DB3A33E	700d6288bf27c3081b2d716cc18726ca
Bucky O'Hare (Japan).nes	bc207bf04be285eaf2c9b8ed48cf68af	0C7B289A	9c8d4d8bee6fed3645d2323b49f2cbed
Bucky O'Hare (USA).nes	2a8b36c8db90988ebf5c952b3d6c5162	CB0DE10E	1a7062f4a17bfc859334e98d575558f5
Bugs Bunny Birthday Bash (USA) (Beta) [b].nes	f7b876b06e7da19e19dd2965bfa21cd3	AF432446	8236a707b796456f4f1ea3d81f81d104
Bugs Bunny Birthday Blowout, The (USA).nes	96ae665d902eaa69c7a36979b7ef530d	38FDB7F4	8a2171f4c4083e25e64de909dabdbd41
Bugs Bunny Crazy Castle, The (USA).nes	9ae4058cced0d2514a169eca3311e5d0	DB0C3656	6a6763329f9e62495ad34a05270aee7b
Bugs Bunny Fun House (USA) (Beta).nes	476410783c58ec2431bbcd75f5c73f67	C3244352	6ce87b985b18383adab2e44a3ac933ed
Bump'n'Jump (USA).nes	9a2c449679737cd3297e9f268b3a0986	79BFE095	4b3a5ad02f50bea244ddfc53a938a49e
Burai Fighter (Japan).nes	2ea443e28562e5625ac2b626ebff1e87	76AF01AF	67f9fc04bd4cf37cf4954dfbc8335f90
Burai Fighter (USA).nes	64d8d4be781782e972322a1c84c3c356	519AE8F2	118309a8d3af5b6cffca969e32fab0c9
BurgerTime (Japan).nes	89cbf7617a3e20a81beb7a9f5001b723	45FBCE60	8f695d286c839897072909549ce06160
BurgerTime (USA).nes	924f89aad439db0ada794e23075d649f	516549F9	9ff8f926f7284b2fa13fa9f5cc26cb23
Buzz & Waldog (USA) (Proto) (Unl).nes	313d661fa6878f97f5c6b08eaa8abae1	1587BC5F	4ad1f0aed69dbed1ab5e01965c10ea4a
Cabal (USA).nes	c75cf9d1f0aac7343be5ef0e03c98795	4D5F2EB0	bff655ca46622be666e620a69f8ed683
Cadillac (Japan).nes	c49f4748c41695bf74316c48ed952d43	48323C10	b9d582941af40f4c7a24fa869b12870c
California Games (Europe).nes	cbc50fb4cbd8a913484857400e7abfd4	8709C41E	7c48aba0c9cb43d62f69f19c9589db50
California Games (USA).nes	4ccd88010450fe71165351a0152cb619	1C6F3036	19a9d66a9d9c1c736316957c344eee95
California Raisins - The Grape Escape (USA) (Proto 1).nes	1766757fe5915c2b1f086045762b6ac8	C100BEA8	1cd17f9613f6cd98bf10d3270b81de5b
California Raisins - The Grape Escape (USA) (Proto 2).nes	d908e25ba2c519195b8ce109dc8c7df7	BE9EC668	f01477299f5ed7a0876870b82236bdf8
Caltron - 6 in 1 (USA) (Unl).nes	9dca02736f486179006d220711e11272	F78E68DB	7733b4ff520260ea5962e09c09542bc4
Capcom's Gold Medal Challenge '92 (Europe).nes	9f1b7ddd29d50ffa22e2435cef4a92ef	0B45460B	246dfdc64c0911004ec48f85243e6b9c
Capcom's Gold Medal Challenge '92 (USA).nes	25ecc32a2c2a0ec4896bc5c4defbd3bb	A0F08AE1	404f8d078c263cd181ed3f74604c1bed
Captain America and the Avengers (USA).nes	f8fecf25d3ae13d95ddfd241865e6340	7254D53D	c808295c9d46841c49bbb0c9ad52b4c4
Captain Comic - The Adventure (USA) (Unl).nes	ccdb987e5f0ded02fd4fe31d81a52f97	9357A157	2f31d3cedbea46f56466b06ecb6f7eba
Captain ED (Japan).nes	afcaa8bae44fb6c151531ad42d5892d1	6EBFE4BE	6917413cde843241ff32537e8d3efc92
Captain Planet and the Planeteers (USA).nes	f16f442f364331e8019bdbc292c0aca8	21D34187	19b315e613859ea1f860f253aedf6c6d
Captain Saver (Japan).nes	f7d03edc7e008f95bc4766e2e250517e	1C63C884	a457557a1adc8aeac6131532fe9c8fc1
Captain Silver (Japan).nes	f448f08a62f07ef2bc9ed6b6cfddb3cc	A6B91BDA	f3e97328ff7e2ebd79d8d15e08e1fd00
Captain Skyhawk (Europe).nes	8f43efda9b3997aad865856587ed7b09	EE5150B4	b801e0fca499d14231be90216ea96180
Captain Skyhawk (USA) (Rev A).nes	95cce48687a53272df719d905b1c36c4	1F7D0668	44beb044f7c2df6ed784ce4a60146c3c
Captain Skyhawk (USA).nes	c260139d975ae6b4ca2aceeb90fbfc41	05B7B507	10e8581f578531495dc00ee62528776e
Captain Tsubasa (Japan).nes	30ea0fe1e723ea34c93b0e201da377b8	9E4207B3	40e264e675fad0d0b5ffb92c766465f6
Captain Tsubasa Vol. II - Super Striker (Japan).nes	d45bb9ff40ed75daa0129aa1f2930776	14A366BB	566ad6a2a18617ee5f72bd936bc66444
Casino Kid (USA).nes	578ac4e6c15c915e274c69580f30aaa9	C651E21A	366839321b927db9808ba7d13e4fa664
Casino Kid II (USA).nes	f0fc1494f7094fc7b0b250cf26a51625	B0DE7B5F	11e9d80f217f597c11fbb4ef7a5483f1
Castelian (Europe).nes	fef3ecc4711e63ff816d2ca818ed3273	FC757A89	8a02e0ae95786510fae3af7449ccfd3f
Castelian (USA).nes	2e0d9726ba9e69fe548fb1924d3db2f9	39EF1AD6	c9ab137a3fd7153569ec74b943644d18
Castle Excellent (Japan).nes	289ffa4883c3211796f4f67b0bcd818a	3089D649	d73133bf86959939c417022c507c1aaf
Castle of Deceit (USA) (Unl).nes	5cb37d0e566c5aa2e6445630cc390a62	02E20D38	1f357eda40c20708d8494edeb0082763
Castle of Dragon (USA).nes	57aba10a0955ed8633b841e870351f7d	1C24CC9D	72f043347389e8bc8d90e529e5c7ab6e
Castlequest (USA).nes	11ba427c870a7ee72cfbb8e6adad19e1	5DBB7C78	1f5d3acfa8216b3fa08960b83d764a38
Castlevania (Europe).nes	10faa6e18bd5574932ec07cadaee0471	9A3CF4D6	ab930e91eb9bb51e8acbf7bf2187f369
Castlevania (USA) (Rev A).nes	52eb3f7e2c5fc765aa71f21c85f0770e	856114C8	728e05f245ab8b7fe61083f6919dc485
Castlevania (USA).nes	00d93c9f6b8aefb8b6c02b20147df4ec	39C879BB	756170ba1e06fa26c60d10114dc6a5ae
Castlevania II - Simon's Quest (USA).nes	1b827c602c904d8c846499c9f54b93e0	A9C2C503	3979f4a48b98cc9aaa8d3964d4cf2b8a
Castlevania III - Dracula's Curse (Europe).nes	7b0e4b7b99d50ec459059ef617b1f848	F6F2807F	229c5a7367a8a27aa2c600d8581055c8
Castlevania III - Dracula's Curse (USA).nes	d16a502d0125f23cc3d980ddc6b6f2e8	7CC9C669	2edebd9db94111b100ed2c618f372b93
Cat Ninden Teyandee (Japan).nes	e7502f63aac2f2b5f8c5dec1a501e650	6F1485ED	a31accd6b315d78a450fe8baf77cc1db
Caveman Games (USA).nes	77a3aa217d21147e6dd270044b2d258e	BC59A5ED	27f010809b4848214642395481e8965f
Chack'n Pop (Japan).nes	c394a2b283975b0fd98698f27ee8f1a4	E9B39B87	46a3b011eb755255262124fdae630577
Challenge of the Dragon (Asia) (PAL) (Unl).nes	5de2d722f4678273c762e1934013308b	BBF5F6C2	49c5c4535ff0230146942b2589e01530
Challenge of the Dragon (USA) (Unl).nes	2f5c2cd43bbad1b5c66240f678f62494	E737A11F	c4648db8bee4c3cd0528e77a5b090482
Challenger (Japan).nes	835ecf22f6c5d1d80d5aa1dc57410009	94339DFF	786a4b2844bb9996932de2c19bd8ffb1
Championship Bowling (USA).nes	52386229889d5f42d63ef6811cb9339d	A5E89B19	5d6cee86cd3e21628ab6ccac07f3eec9
Championship Lode Runner (Japan).nes	51e3b6c0b6d8158fffdf7775465d5f3f	CFA85F7C	08bfab7b1d6a3643e7c69caf90ddc1fa
Championship Pool (USA).nes	5490f2409634c71bd31d12a65381f9c9	FECF92C8	72f6fe5d2cde57f0b3705e9d35a6f217
Championship Rally (Europe).nes	8fec068adeabec6a5db2e07564ec2f19	C076D66F	2deca9656dea74bb804682979861e078
Chaos World (Japan).nes	bf59658e27cf65917af1a411788334df	E2AE3E63	706f98d52d4736821182d7f6b223b959
Cheetahmen II (USA) (Unl).nes	37fb98117530ead4d4bdc211c1e57bd8	EBB9078B	8160d2c0a92319cb438a2790d6e743b1
Chessmaster, The (USA) (Rev A).nes	812fd2e1a6b18c50325e995db546074e	19F4CA6B	0a6f58061220b2e74db2fb9c01314b11
Chessmaster, The (USA).nes	a43c9c5b99eb938f27c834301d15d49e	5ACF2C6F	0b5ac799c0ff915a4c937805dae9f1dc
Chester Field - Ankoku Shin e no Chousen (Japan).nes	d429e7d5d7807282f1d2586755714fe3	5F79724F	0ef3f3de697f999172358c3868b903cd
Chevaliers du Zodiaque, Les - La Legende d'Or (France).nes	283456a49eb9c0efeb84fa883c900fe1	583D08F3	e9198199fb529d43c9dad9bac7069dc5
Chiller (USA) (Unl).nes	c4ff5512f46e483d781ef04bd13609c4	5CDA5A68	2cf7749cc8d5f38fe8539b164bc54368
Chip 'n Dale - Rescue Rangers (Europe).nes	580daf33c7a0a6423edcb630e2301d38	E944DD1F	ea155b486ff4e4ae841e3a103f8a69d0
Chip 'n Dale - Rescue Rangers (USA).nes	785b8003d146cdcc9f3df1c29ea18ead	E641BD98	7ca2b0170d24ae9c984a4412613e4638
Chip 'n Dale - Rescue Rangers 2 (Europe).nes	79957156193ef6fd5a26823548e03ee1	6216EFDE	e0c95175eef5ff44bf42b84c705a5576
Chip 'n Dale - Rescue Rangers 2 (USA).nes	e78eb3226a9e09113be319fee1a84f4d	91E4A289	7fd042636ed1e6b24151fc1b4fea7052
Chip to Dale no Daisakusen (Japan).nes	b511cb3054fa11fc600661b0a01a83b0	B490CA75	99028d118b600f2cb84f70fb1967866e
Chip to Dale no Daisakusen 2 (Japan).nes	ea167ec3b3b8f6af072f2213e0933f8d	F4DB4C83	949a5f70b56860ebe9826831315e17b9
Chitei Senkuu Vazolder (Japan).nes	0d14b6bc0af53a2816f049a8628769be	A5487AC2	8eaad74b63b14c45e2e36e5c0d55a3fb
Chiyonofuji no Ooichou (Japan).nes	d119b73bba6fa1e11b547126fc040bb8	D9B44033	c4089218d603cace50cce73913301f19
Choplifter (Japan) (En) (Rev 1).nes	bd540c105d9a39405146b9f96d6b7e4b	8BB9AFA7	bf9c9b4345aa3f407a380017fdddc803
Choplifter (Japan).nes	4766d7224bb4e66c52bd67370a97fd2c	3B629DF8	db99b3e0a2d73e62962ccd6015b2e507
Chou Fuyuu Yousai Exed Exes (Japan).nes	6aab00294fa91b2af18424fe3dba5579	3E8713C7	173f821c93bffdf52e068f84018f15b2
Chou-Wakusei Senki - MetaFight (Japan).nes	dd8d2d5eaf1c41852abd83e2729662d7	6E286BB2	0654418bc6e67d0ac964b34552421935
Choujikuu Yousai - Macross (Japan).nes	9540cf70c91352a80b5e067bceada717	A3CA24D2	23643298a2dec328c6999aa07082b8cc
Choujin Sentai Jetman (Japan).nes	07db9592063fe3dce850ccc7c340cfd1	F899BF59	0cc67722f98e6a698e8212f666284dd8
Choujinrou Senki Warwolf (Japan).nes	6f792f562988362d7bf8d87cab0f58a0	AF730199	ebf376796b3adb8089a9ac44307e8438
Chris Evert & Ivan Lendl in Top Players' Tennis (USA).nes	66ff766ab6d9acd3a8ca84ec1567dac5	942D16C5	fd10bca6f70d8c0372c6d198dd1f4485
Chuugoku Janshi Story - Tonfuu (Japan).nes	8462bc159b1d2e7123498b50a1075dcb	370666BB	de4f5e8785647b5a9e91830a8e7ccdf5
Chuugoku Senseijutsu (Japan).nes	ec8c4c72f79c326ecc7612edeb455e87	35BBDF97	af09f8d663dfff51a4b4ffdf9a8a7f23
Chuuka Taisen (Japan).nes	6b770601354218b5dba95c18a51e42e2	E3BEB057	3bba75dc98b58c05ebcbe1d599ce86df
Circus Caper (USA).nes	216c212ed02b8cb4122aaaaa13ca8d23	BCE1DA2C	db0a3b1c3adbe978245df0b27a4a8ad0
Circus Charlie (Japan).nes	6244f9b2c47e19fbaaef221bf706d34d	DA673C95	dfafc420a0204ac66adeaff6e0c6e9db
City Connection (Japan).nes	13a196f06bc83198b826548cba064775	6C6C39CD	20e5fc70d3e0d94bc1f7d2d78abad40f
City Connection (USA).nes	c6f8d64a8a776ce99d08675e5ed8116c	E1AD7CA8	785da04a0afa0c6dd30f8568d186c768
Clash at Demonhead (USA).nes	cd319a366a8ab61df05b020a64809321	EF1C8906	2835d42da1bfd7ce357fd08b0df73cc1
Classic Concentration (USA).nes	4e9b44ab4866dbbadd3f2a2e23197941	90C907AB	36041f8c18c1855336267c92ddd81408
Cliffhanger (USA).nes	67bf0e41564cbd5e597ce8bbc252bddf	7D51A6DC	2e1bec1c4fab37b6984719d5652fa72b
Clu Clu Land (USA) (GameCube Edition).nes	06b883c9fc6b9f4c1212a1cfd94d5eb5	2132CD51	f9092833d57939c942f5233d41d8f16a
Clu Clu Land (World).nes	ad7b5cd8de1e173598c4af91b23e6e26	C36A135A	8f03cfbf03707d740c6f734a8cc2b9c3
Cobra Command (USA).nes	16fc376d9130acdac01fe1598ad32c83	40C6E687	db9892dae0c6ba9dfe3d14dd2e0ee7a2
Cobra Mission (Asia) (Unl).nes	08b0991064598338e4908e041b1fd43a	0F6BC06C	ffc16609c6cfd7b2c1df5239e6e4aaa2
Cobra Triangle (Europe).nes	751dc5e73152aa83b3d69ed9895cc283	79212A6D	4d40ce0e6f39220ac87470fa508a3d3a
Cobra Triangle (USA).nes	c23bcf1cb353bc3a7d19b88df01eee59	3802276D	81e7d9c694e20f75219b7c00ba66a618
Cocoron (Japan).nes	8b21d47a5b8d0fc41dabda2795840a53	1D6B80DA	f753dc8fcbd92c25687dafdcaedc6862
Code Name - Viper (USA).nes	0c4e15d7a4683f18a0ec7d1c3a14172e	C8A23081	4787007b3ccb255d822db474cfcb27de
Color a Dinosaur (USA) (Beta).nes	95fd797c809089190c073b7ae4805172	F81E072A	132c970e244a375426742f9e6f5480f4
Color a Dinosaur (USA).nes	6e83fc8e10924d6353b90b4c7ff436d6	322A6CCA	99dd1d23a46e68b7163dbc5bb69b9929
Columbus - Ougon no Yoake (Japan).nes	978f37162cdd1dce5da8228c445702ee	2E77ACC1	37420f01cf6021d1672e12f16d43ecdd
Commando (USA).nes	04763afda47b3d10375059c7dbed8bd2	41492DF6	7667cebf11c3d7a39575af91606bf412
Conan (USA).nes	4960170839fa0d91a001f75e1867abd9	05F76A57	8c24f288a7e39f94595e375a00d423fc
Conflict (USA).nes	bab1fb6be494a85146f7c4582f0fbe71	5F7C6229	652d9e626fc9d00591127875d2f16456
Conquest of the Crystal Palace (USA).nes	edb710ff29cafdc131a6c26c952829d2	0A362909	282297263545f9b9dbbe3316772319f2
Contra (USA).nes	7bdad8b4a7a56a634c9649d20bd3011b	C50A8304	5a5c2f4f1cafb1f55a8dc0d5ad4550e5
Contra Force (USA).nes	af7bb9a170ba5728829c3080035e897a	83D69922	ab2b746427ce0cad9f4965dca4b8e323
Cool World (USA).nes	b9c84310c8c577febfc26b44cbd3e1ef	BA898162	e2fd37ef9138b1abae83b08d6bcfebaf
Corvette ZR-1 Challenge (Europe).nes	1b9057acb24b88462f759c40814af9f8	79967D79	409fdcad55df0ec17f9ab0b0b23df47a
Cosmic Epsilon (Japan).nes	c7dd9ccc48b785d58b654a3a28e7b414	F817328A	5528441719a3905a2dc402c66e191833
Cosmic Wars (Japan).nes	75050676866fe1c15ac6952146e671b2	C6D2B20A	437cc6ffa8ad42d09ce21b61fe08b4e2
Cosmo Police Galivan (Japan).nes	cdf1f060f467f88c25eb3efb783541e2	BCCADA80	f7a63481444f7d9547cf94482d0d8120
Cowboy Kid (USA).nes	2ac82902cbd1bcb2526508822a290550	B150AE9A	1f79acb516dea7aa185b642af388b20d
Crackout (Europe).nes	536c4e31070ff38f12f788745eb9bbd9	4258202B	a4b859ce2ad39774e2a33a620d1aa02d
Crackout (USA) (Proto).nes	d308d6484acb235ec4ac9e050ef45850	BD6CA0D7	e8c73423d613ec7f9ed134dce6eafa29
Crash 'n' the Boys - Street Challenge (USA).nes	b70707ecd4ec9b2fc1c41a1f45fe27e0	ED63CCC5	a564594a6527011788c136ea1383efee
Crazy Climber (Japan).nes	a7506be2f527bbe032d92469d36c4453	738881A7	c71947155de403fdc7028ee8a0c29681
Crime Busters (Unknown) (Unl).nes	04fcb819539910ad1ee79f5b1fa11abe	86C7D81E	b8b17cbf7fa4cb49b08694e9b1a7d951
Crisis Force (Japan).nes	4cda9b5f7d06f336a3434c9e1adc1c2e	C4520781	79c38be77d1fa7353a468f137b991416
Cross Fire (Japan).nes	f02dd5ec384a53edabdd2e61cf49b352	C3C75C6E	3c5f79afe5a2bfba80a5acb59de01e1f
Crystal Mines (USA) (Unl).nes	058d466ee88e5df20d352478fca144c3	245AB38B	2056affd64d0a99490c718344c8bdc4a
Crystalis (USA).nes	545d341a017ce84641eaf77511efb458	1BD39032	f07f30249b8fcc79762ee07c2b11844c
Cyber Stadium Series - Base Wars (USA).nes	0afbffd00b470021ed80e56687900971	EED00DDF	90cefb5019762c980974b9536560edeb
Cyberball (USA).nes	98165a9921aced748bf043627e29c848	A2A08647	271612a0b7de227be5208727a8935603
Cybernoid - The Fighting Machine (USA).nes	d92b83dc05a5addbd1c0afde2126ce8f	E3A6D7F6	ac5f535359875845bcbd1b6f31307dec
Cycle Race - Road Man (Japan).nes	8f0cac0cbb424224ea997bd9f17dd6aa	899AD1FD	c3833c3215e6c07ee843802d2d4672cd
Daikaijuu Deburas (Japan).nes	94e1a389f3b5aafb1d9ace1659a20240	9CFD0DDC	af39de1c8d042b7b6c814e464ebfb701
Daiku no Gen-san 2 - Akage no Dan no Gyakushuu (Japan).nes	61dc846d89e3e01b850efbff7ec1d280	3774121E	7f4d5409e1941cc2b9fd9e4df67528ff
Daiva - Imperial of Nirsartia (Japan).nes	7f9fa5ace3eba6d27ebe89b7812bb097	41128123	83dc1e526283affc136e6675931aee7a
Dance Aerobics (USA).nes	8c4126372365bbe149a57a0e1796ee6f	A03E89D9	2fa9ba0cd2cdca5b77c7d102f9d682f2
Danny Sullivan's Indy Heat (USA).nes	366b3547d59892bb05a35e312794758b	311B5A58	f1781f33dc3e5a9fea34b7e3b890a5ac
Dao Shuai (Asia) (Unl).nes	4c6571c3d3f7023d7dd6a49cafdc8262	951874	3c114b9cce2b5036cdbf9abca06716d9
Darkman (USA).nes	fc51c0aa5e3283bed572de31ac5985b5	5438A0AC	f458420c7a8a120b1af20b2e8c768503
Darkwing Duck (Europe).nes	b6699b4f5f91529c0c41d4a08dc23d56	0B4582B0	f2c58e2904a022a25fd018ef973286e7
Darkwing Duck (Germany).nes	b41de4955266abcfd5bff97f046bc7b3	298CE7E3	3d4e03bafa88da1884433cd7ed6e70f4
Darkwing Duck (USA).nes	459837f4e8fcbaf29bd66ed926b6882e	307D0FC4	e496959669e1d0ffa064919931fe837f
Dash Galaxy in the Alien Asylum (USA).nes	a40d804361cb13b9d2a3f90ed6d0cc44	28AA07BA	9bb4ef9e03a7587e09acd63954e47874
Datach - Battle Rush - Build Up Robot Tournament (Japan).nes	38863be82a89d3f46ae67f1e289ae096	2920F2C9	6c446379a64356dbc6b1a405729f5416
David Crane's A Boy and His Blob - Trouble on Blobolonia (Europe) (Rev A).nes	5bc9d55333a5e77b54144a22539b67a9	8ECBC577	04e847a7efae58635d28c289483b5999
David Crane's A Boy and His Blob - Trouble on Blobolonia (Europe).nes	32b13a8510fa77a9cbba4088e317280e	310221D6	04e847a7efae58635d28c289483b5999
David Crane's A Boy and His Blob - Trouble on Blobolonia (USA).nes	61d431d155b503c378778062bda9cf5d	20A9E4A2	04e847a7efae58635d28c289483b5999
Day Dreamin' Davey (USA).nes	6951af5e75398437a8a6e255268e8952	CED13971	e3916eaa532b7f338a5fc74e8820b813
Days of Thunder (USA).nes	dcdea1dbe764df1647a7250b99031905	3616C7DD	f98ad153c71be274ca0109525558cff3
Dead Fox (Japan).nes	c5696df63d83c093b1a903e146e70512	048D774A	27111e149d07b2b07374e8c2181ffa7e
Deadly Towers (USA).nes	f90d8365cd2a8e733e2280444b139d45	25225C70	88e7f524dbcb89c76f1b80f40571f718
Death Race (USA) (Unl).nes	f46593d06364d70e6f0aa9d5708eef30	6A150943	62638a471577a77d126c0872809f8d36
Deathbots (USA) (Rev 1) (Unl).nes	7dcbc04dc458c72f580d94245884e57d	CD12D2BE	43059d552131bb411485a082a53ec765
Deathbots (USA) (Unl).nes	62ebbb49fbad34203607ec283355bd7c	FD5CAE84	aeb967e9570474d8ca0093ec5fd17723
Deblock (Japan).nes	a452674ec8e7aa737d3932fb0f3a4c94	70EAC605	46e4a5d6c02728b3c164039bca6bebad
Decathlon (Asia) (Unl).nes	bc94f9b5395119383f20fd3c7c47f3d6	B99EFF64	04a0c612552a71957c7336f4fad48a63
Defender II (USA).nes	d6e43c366c73c2ad7dac0e632b3d8943	C0B2AA1F	3ce9dffcb21c2c46244f2321a9e5b349
Defender of the Crown (Europe).nes	0e2491c5c1c87b4358f0dfe39775dd1e	3910F2D9	18631bde2e4c7db7c2b21d9fb43dcb10
Defender of the Crown (France).nes	823f9077a747912fb3ac2752498e1a64	7E3BA11E	1306c9291c5d2748f88ea652cb5baf9e
Defender of the Crown (USA).nes	2f5415ccc08d9de98eaadb0534073286	79123682	6a664d771721116be8a72a3e83914164
Defenders of Dynatron City (USA).nes	adde664c787b9778f64085d75299758e	8DB6BA41	fc8b3617e70947516aeae89d2e5cfc4a
Deja Vu (Sweden).nes	04b6db2044e2d53e37117d4fe14150a0	3047022D	24de144e3551421acc2497ba78c91326
Deja Vu (USA).nes	f0cf9d8b6e1febd5a6909d8d152dd59d	4A432C5C	9d9f9f904554efd890f91e195fe0e181
Demon Sword (USA).nes	f9dadb280cd34b5af77867d5642cbb86	2B324834	1cf7b78b2e7d2a66f8791dcd28093db1
Desert Commander (USA).nes	b623c0afa4e2d951ace7ea0e838eaf3c	055FB6E5	fcdbfe5b6ddcc504fc885dcefd885e55
Destination Earthstar (USA).nes	5ae2e4a3f7346f0f7c38a8517906c3d8	A4B27AF2	fe494c3e2be51f786197ba1c0f7e5d07
Destiny of an Emperor (USA).nes	f2dd8ce3a76aa35832575a08a9ce9cb6	C0F73D85	516136715d9e29e889f3c9d7c7d12a42
Devil Man (Japan).nes	4c0253fa8363340b11b5db88cff69459	0D327F0A	be5431774e8420dec656dfdd0a39175d
Devil World (Europe).nes	3718045a160ab02e7d0f76cd62640bcf	87E4A116	cb79f0e388c85abbb68fb5ebd421c4cc
Devil World (Japan) (Rev A).nes	87c89f319502e09f8b603444ad8ec592	9FC60476	cf005d7f20bf8d83d20773c951704679
Devil World (Japan).nes	cdc1b259ac32dd45bf9a14946aa88c55	D437F5D4	ca7668965d6a7298de5f9f81049c07cc
Dick Tracy (USA).nes	35074c8b0622e429a65287a25f01f40b	E431136D	c730e42bd60ba9bd0bcb196ce1fc3cfe
Die Hard (Japan).nes	19c573da073303d43be9e34bb8c71c69	4571FEE0	835e6993ad3f2d3c02816e926f835e58
Die Hard (USA).nes	c6f5c88bcb6f974828c3af013fe57bdc	65EEC6E7	6feb09d652636232b9ed919540ea4055
